1001	37.0
1002	43.0
1003	47.0
1004	42.0
1005	50.0
1006	52.0
1007	49.0
1008	46.0
1009	36.0
1010	28.0
1011	29.0
1012	22.0
1013	24.0
1014	18.0
1015	27.0
1016	25.0
1017	30.0
1018	21.0
1019	19.0
1020	25.0
1021	28.0
1022	27.0
1023	19.0
1024	14.0
1025	18.0
1026	30.0
1027	36.0
1028	35.0
1029	37.0
1030	31.0
1031	35.0
1032	28.0
1033	25.0
1034	25.0
1035	33.0
1036	30.0
1037	22.0
1038	26.0
1039	30.0
1040	37.0
1041	40.0
1042	40.0
1043	48.0
1044	40.0
1045	31.0
1046	26.0
1047	30.0
1048	34.0
1049	32.0
1050	27.0
1051	16.0
1052	18.0
1053	23.0
1054	24.0
1055	28.0
1056	26.0
1057	28.0
1058	31.0
1059	32.0
1060	36.0
1061	37.0
1062	42.0
1063	46.0
1064	50.0
1065	50.0
1066	45.0
1067	42.0
1068	42.0
1069	40.0
1070	44.0
1071	40.0
1072	52.0
1073	48.0
1074	52.0
1075	46.0
1076	48.0
1077	52.0
1078	49.0
1079	42.0
1080	48.0
1081	44.0
1082	42.0
1083	40.0
1084	39.0
1085	49.0
1086	47.0
1087	44.0
1088	47.0
1089	39.0
1090	45.0
1091	44.0
1092	50.0
1093	54.0
1094	57.0
1095	62.0
1096	62.0
1097	65.0
1098	65.0
1099	63.0
1100	59.0
1101	57.0
1102	56.0
1103	50.0
1104	55.0
1105	55.0
1106	52.0
1107	55.0
1108	53.0
1109	55.0
1110	50.0
1111	50.0
1112	56.0
1113	50.0
1114	51.0
1115	55.0
1116	56.0
1117	53.0
1118	48.0
1119	51.0
1120	58.0
1121	60.0
1122	61.0
1123	61.0
1124	58.0
1125	58.0
1126	56.0
1127	58.0
1128	57.0
1129	57.0
1130	59.0
1131	59.0
1132	53.0
1133	51.0
1134	47.0
1135	47.0
1136	51.0
1137	52.0
1138	52.0
1139	54.0
1140	56.0
1141	60.0
1142	57.0
1143	61.0
1144	62.0
1145	61.0
1146	59.0
1147	59.0
1148	54.0
1149	49.0
1150	54.0
1151	55.0
1152	59.0
1153	59.0
1154	64.0
1155	65.0
1156	65.0
1157	65.0
1158	63.0
1159	63.0
1160	62.0
1161	57.0
1162	57.0
1163	61.0
1164	63.0
1165	60.0
1166	62.0
1167	60.0
1168	59.0
1169	62.0
1170	59.0
1171	57.0
1172	56.0
1173	57.0
1174	47.0
1175	45.0
1176	46.0
1177	45.0
1178	52.0
1179	44.0
1180	48.0
1181	54.0
1182	54.0
1183	55.0
1184	54.0
1185	58.0
1186	55.0
1187	55.0
1188	54.0
1189	55.0
1190	50.0
1191	44.0
1192	44.0
1193	45.0
1194	51.0
1195	53.0
1196	51.0
1197	57.0
1198	58.0
1199	53.0
1200	46.0
1201	48.0
1202	40.0
1203	45.0
1204	46.0
1205	43.0
1206	45.0
1207	56.0
1208	51.0
1209	47.0
1210	51.0
1211	49.0
1212	50.0
1213	45.0
1214	49.0
1215	58.0
1216	56.0
1217	57.0
1218	55.0
1219	58.0
1220	60.0
1221	61.0
1222	60.0
1223	55.0
1224	58.0
1225	57.0
1226	49.0
1227	49.0
1228	47.0
1229	51.0
1230	52.0
1231	44.0
1232	44.0
1233	43.0
1234	43.0
1235	40.0
1236	43.0
1237	43.0
1238	38.0
1239	38.0
1240	45.0
1241	48.0
1242	52.0
1243	56.0
